Gene stable ID,Mouse gene stable ID,Mouse gene name,"Mouse orthology confidence [0 low, 1 high]",Gene name
ENSG00000116726,ENSMUSG00000095409,Gm13043,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078509,Pramel14,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094560,Pramel39,0,PRAMEF12
ENSG00000116726,ENSMUSG00000079424,Pramel47,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094791,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000070686,Pramel34,0,PRAMEF12
ENSG00000116726,ENSMUSG00000107392,Pramel35,0,PRAMEF12
ENSG00000116726,ENSMUSG00000073723,Gm13102,0,PRAMEF12
ENSG00000116726,ENSMUSG00000029451,Pramel27,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078625,Gm12789,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095074,Pramel42,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096154,Gm13057,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095475,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000072822,Pramel37,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094337,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000041805,Pramel1,0,PRAMEF12
ENSG00000116726,ENSMUSG00000038330,Pramel32,0,PRAMEF12
ENSG00000116726,ENSMUSG00000074720,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000074011,Pramel41,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096728,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000066688,Pramel21,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095666,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094887,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094172,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000066027,Pramel51,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096576,Oog1,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078511,Pramel16,0,PRAMEF12
ENSG00000116726,ENSMUSG00000092073,Gm6205,0,PRAMEF12
ENSG00000116726,ENSMUSG00000070616,Gm13040,0,PRAMEF12
ENSG00000116726,ENSMUSG00000036749,Pramel5,0,PRAMEF12
ENSG00000116726,ENSMUSG00000066030,Oog2,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096139,Pramel50,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078513,Pramel22,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094043,Pramel49,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095763,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000050810,Oog3,0,PRAMEF12
ENSG00000116726,ENSMUSG00000070618,Pramel20,0,PRAMEF12
ENSG00000116726,ENSMUSG00000070890,Pramel19,0,PRAMEF12
ENSG00000116726,ENSMUSG00000070617,Pramel23,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078512,Pramel11,0,PRAMEF12
ENSG00000116726,ENSMUSG00000079423,Gm3286,0,PRAMEF12
ENSG00000116726,ENSMUSG00000072814,Gm7982,0,PRAMEF12
ENSG00000116726,ENSMUSG00000072821,Gm6351,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096230,Pramel36,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095076,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078510,Pramel28,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095523,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095718,Pramel40,0,PRAMEF12
ENSG00000116726,ENSMUSG00000072813,E330014E10Rik,0,PRAMEF12
ENSG00000116726,ENSMUSG00000046862,Pramel12,0,PRAMEF12
ENSG00000116726,ENSMUSG00000073724,Pramel4,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096742,Gm6367,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096066,Pramel46,0,PRAMEF12
ENSG00000116726,ENSMUSG00000070677,Pramel48,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094474,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078508,Pramel30,0,PRAMEF12
ENSG00000116726,ENSMUSG00000092166,Pramel45,0,PRAMEF12
ENSG00000116726,ENSMUSG00000037028,Pramel18,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095503,Pramel43,0,PRAMEF12
ENSG00000116726,ENSMUSG00000070619,Pramel31,0,PRAMEF12
ENSG00000116726,ENSMUSG00000078626,Gm12790,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094741,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094383,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095728,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094722,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096276,Gm2042,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094303,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096236,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000059218,Pramel26,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096259,Pramel38,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094855,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000046435,Pramel24,0,PRAMEF12
ENSG00000116726,ENSMUSG00000047799,Oog4,0,PRAMEF12
ENSG00000116726,ENSMUSG00000025839,Pramel7,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095954,Gm3183,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096550,Gm16367,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094195,Pramel44,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095996,Gm16513,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096680,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096044,Pramel33,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095570,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000028591,Pramel13,0,PRAMEF12
ENSG00000116726,ENSMUSG00000091585,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000046262,Pramel29,0,PRAMEF12
ENSG00000116726,ENSMUSG00000073721,Pramel15,0,PRAMEF12
ENSG00000116726,ENSMUSG00000094836,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000096756,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000095505,,0,PRAMEF12
ENSG00000116726,ENSMUSG00000073497,AA792892,0,PRAMEF12
ENSG00000116726,ENSMUSG00000046133,C130073F10Rik,0,PRAMEF12
ENSG00000116726,ENSMUSG00000025838,Pramel6,0,PRAMEF12
ENSG00000116726,ENSMUSG00000035201,Pramel17,0,PRAMEF12
ENSG00000282872,ENSMUSG00000108398,Gm30191,1,C1orf232
ENSG00000198821,ENSMUSG00000005763,Cd247,1,CD247
ENSG00000162735,ENSMUSG00000003464,Pex19,1,PEX19
ENSG00000227348,,,,MTND5P25
ENSG00000225796,,,,MTND4P23
ENSG00000235318,,,,MTND4LP13
ENSG00000119013,ENSMUSG00000026032,Ndufb3,1,NDUFB3
ENSG00000288048,,,,
ENSG00000286557,,,,
ENSG00000278924,,,,
ENSG00000226963,,,,
ENSG00000232788,,,,ITGA6-AS1
ENSG00000152527,ENSMUSG00000040852,Plekhh2,1,PLEKHH2
ENSG00000131238,ENSMUSG00000028657,Ppt1,1,PPT1
ENSG00000229695,,,,
ENSG00000252490,ENSMUSG00002076834,7SK,0,RN7SKP66
ENSG00000138036,ENSMUSG00000024253,Dync2li1,1,DYNC2LI1
ENSG00000171680,ENSMUSG00000039713,Plekhg5,1,PLEKHG5
ENSG00000138075,ENSMUSG00000040505,Abcg5,1,ABCG5
ENSG00000143921,ENSMUSG00000024254,Abcg8,1,ABCG8
ENSG00000200924,ENSMUSG00000065260,Gm23453,0,RNU6-1048P
ENSG00000264047,,,,RN7SL455P
ENSG00000219391,,,,
ENSG00000252599,ENSMUSG00000087718,Gm22236,0,RNU6-566P
ENSG00000224637,,,,PDSS1P2
ENSG00000273106,,,,PPM1B-DT
ENSG00000223658,,,,C1GALT1C1L
ENSG00000233579,,,,KRT8P15
ENSG00000138380,ENSMUSG00000026017,Carf,1,CARF
ENSG00000240542,ENSMUSG00000112170,Gm9508,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000096131,Gm9639,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000095817,Gm3238,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000111915,Gm3285,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000112653,Gm36176,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000094120,Gm3233,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000095721,Gm7137,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000112380,Gm9736,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000071195,Gm10318,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000095593,Gm7138,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000112223,Krtap10-10,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000112864,Gm18596,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000096380,Gm19668,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000094913,Gm9507,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000112600,Gm49918,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000095970,Gm19402,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000069582,Krtap10-4,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000096481,Gm3250,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000056885,Gm4559,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000054759,Krtap5-2,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000110324,Gm40460,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000109859,Gm45618,0,KRTAP9-1
ENSG00000240542,ENSMUSG00000078255,Krtap9-5,0,KRTAP9-1
ENSG00000141562,ENSMUSG00000000056,Narf,1,NARF
ENSG00000267959,,,,MIR3188
ENSG00000239821,,,,RN7SL513P
ENSG00000130513,ENSMUSG00000038508,Gdf15,1,GDF15
ENSG00000175110,ENSMUSG00000032459,Mrps22,1,MRPS22
ENSG00000264175,,,,MIR3189
ENSG00000268199,,,,
ENSG00000105656,ENSMUSG00000070002,Ell,1,ELL
ENSG00000074660,ENSMUSG00000038188,Scarf1,1,SCARF1
ENSG00000279262,,,,
ENSG00000232479,,,,KRT8P52
ENSG00000280121,,,,
ENSG00000270664,,,,
ENSG00000232994,,,,RPL7P14
ENSG00000202059,ENSMUSG00000064634,Gm22620,1,
ENSG00000228513,,,,
ENSG00000225124,,,,RPL23AP36
ENSG00000204196,,,,RPL12P16
ENSG00000181666,,,,ZNF875
ENSG00000008838,ENSMUSG00000017210,Med24,1,MED24
ENSG00000138095,ENSMUSG00000024120,Lrpprc,1,LRPPRC
ENSG00000075391,ENSMUSG00000070565,Rasal2,1,RASAL2
ENSG00000278234,,,,U2
ENSG00000243550,,,,LINC01214
ENSG00000286501,,,,
ENSG00000144895,ENSMUSG00000027810,Eif2a,1,EIF2A
ENSG00000244457,,,,ENO1P1
ENSG00000116977,ENSMUSG00000057554,Lgals8,1,LGALS8
ENSG00000167766,,,,ZNF83
ENSG00000105642,ENSMUSG00000002908,Kcnn1,1,KCNN1
ENSG00000199075,ENSMUSG00000065513,Mir26a-1,1,MIR26A1
ENSG00000136059,ENSMUSG00000038775,Vill,1,VILL
ENSG00000183647,,,,ZNF530
ENSG00000161551,,,,ZNF577
ENSG00000261167,,,,
ENSG00000114686,ENSMUSG00000032563,Mrpl3,1,MRPL3
ENSG00000166704,ENSMUSG00000030386,Zfp606,1,ZNF606
ENSG00000249020,ENSMUSG00002076596,,1,SNORA58
ENSG00000248468,,,,
ENSG00000186017,ENSMUSG00000058447,Gm26920,0,ZNF566
ENSG00000186017,ENSMUSG00000078768,Zfp566,1,ZNF566
ENSG00000248530,,,,BCL2L12P1
ENSG00000251447,,,,
ENSG00000265859,,,,MIR5704
ENSG00000240854,,,,PSMC2P1
ENSG00000242899,,,,RPL7P16
ENSG00000196353,ENSMUSG00000032564,Cpne4,1,CPNE4
ENSG00000197647,,,,ZNF433
ENSG00000288707,,,,
ENSG00000229498,,,,
ENSG00000252321,ENSMUSG00002075909,7SK,0,RN7SKP83
ENSG00000115525,ENSMUSG00000056091,St3gal5,1,ST3GAL5
ENSG00000108588,ENSMUSG00000078622,Ccdc47,1,CCDC47
ENSG00000131126,ENSMUSG00000062773,Tex101,1,TEX101
ENSG00000124466,ENSMUSG00000057454,Lypd3,1,LYPD3
ENSG00000229372,,,,SZT2-AS1
ENSG00000274975,,,,MIR6735
ENSG00000229348,,,,HYI-AS1
ENSG00000242485,ENSMUSG00000029066,Mrpl20,1,MRPL20
ENSG00000108604,ENSMUSG00000078619,Smarcd2,1,SMARCD2
ENSG00000176531,ENSMUSG00000074277,Phldb3,1,PHLDB3
ENSG00000264293,,,,RN7SL657P
ENSG00000272455,,,,MRPL20-DT
ENSG00000225905,,,,
ENSG00000225285,,,,LINC01770
ENSG00000179403,ENSMUSG00000042116,Vwa1,1,VWA1
ENSG00000215915,,,,ATAD3C
ENSG00000105755,ENSMUSG00000064254,Ethe1,1,ETHE1
ENSG00000236085,,,,ACTG1P4
ENSG00000234441,,,,
ENSG00000227408,,,,AMYP1
ENSG00000223635,,,,
ENSG00000135776,ENSMUSG00000031974,Abcb10,1,ABCB10
ENSG00000176472,ENSMUSG00000066721,Zfp575,1,ZNF575
ENSG00000243188,,,,HNRNPA1P17
ENSG00000184922,ENSMUSG00000055805,Fmnl1,1,FMNL1
ENSG00000241634,,,,
ENSG00000202379,,,,SNORA70
ENSG00000276763,,,,
ENSG00000145198,ENSMUSG00000046613,Vwa5b2,1,VWA5B2
ENSG00000134815,ENSMUSG00000006019,Dhx34,1,DHX34
ENSG00000199672,ENSMUSG00000084440,Gm26254,0,RNU4-21P
ENSG00000201492,,,,RNA5SP78
ENSG00000229367,,,,HMGN2P19
ENSG00000135763,ENSMUSG00000031976,Urb2,1,URB2
ENSG00000213028,,,,
ENSG00000225984,,,,HMGB1P26
ENSG00000135801,ENSMUSG00000038697,Taf5l,1,TAF5L
ENSG00000178828,ENSMUSG00000070661,Rnf186,1,RNF186
ENSG00000235434,,,,
ENSG00000169914,ENSMUSG00000041161,Otud3,1,OTUD3
ENSG00000105419,ENSMUSG00000041420,Meis3,1,MEIS3
ENSG00000114455,,,,HHLA2
ENSG00000188784,ENSMUSG00000028751,Pla2g2e,1,PLA2G2E
ENSG00000242688,ENSMUSG00000092875,Gm22649,0,RN7SL304P
ENSG00000188257,ENSMUSG00000058908,Pla2g2a,0,PLA2G2A
ENSG00000177186,,,,OR2M7
ENSG00000177174,ENSMUSG00000057540,Olfr310,0,OR14C36
ENSG00000177174,ENSMUSG00000060688,Olfr292,0,OR14C36
ENSG00000177174,ENSMUSG00000061549,Olfr301,1,OR14C36
ENSG00000177174,ENSMUSG00000059319,Olfr295,0,OR14C36
ENSG00000177174,ENSMUSG00000063394,Olfr293,0,OR14C36
ENSG00000177174,ENSMUSG00000057067,Olfr297,0,OR14C36
ENSG00000177174,ENSMUSG00000020168,Olfr299,0,OR14C36
ENSG00000177174,ENSMUSG00000092401,Olfr300-ps1,0,OR14C36
ENSG00000282881,ENSMUSG00000034185,6430628N08Rik,1,TMEM275
ENSG00000269956,,,,MKNK1-AS1
ENSG00000162456,ENSMUSG00000073774,Kncn,1,KNCN
ENSG00000278972,,,,
ENSG00000108641,ENSMUSG00000001039,B9d1,1,B9D1
ENSG00000079277,ENSMUSG00000028708,Mknk1,1,MKNK1
ENSG00000173421,ENSMUSG00000047220,Iho1,1,IHO1
ENSG00000144821,ENSMUSG00000092009,Myh15,1,MYH15
ENSG00000118160,ENSMUSG00000030376,Slc8a2,1,SLC8A2
ENSG00000175711,ENSMUSG00000046605,B3gntl1,1,B3GNTL1
ENSG00000287896,,,,
ENSG00000118162,ENSMUSG00000006021,Kptn,1,KPTN
ENSG00000073111,ENSMUSG00000002870,Mcm2,1,MCM2
ENSG00000232504,,,,ST3GAL5-AS1
ENSG00000068654,ENSMUSG00000049553,Polr1a,1,POLR1A
ENSG00000268061,,,,NAPA-AS1
ENSG00000105402,ENSMUSG00000006024,Napa,1,NAPA
ENSG00000117407,ENSMUSG00000028539,Artn,1,ARTN
ENSG00000265469,,,,POLR3KP2
ENSG00000264860,,,,
ENSG00000180616,ENSMUSG00000047904,Sstr2,1,SSTR2
ENSG00000166685,ENSMUSG00000018661,Cog1,1,COG1
ENSG00000237950,,,,
ENSG00000117408,ENSMUSG00000033365,Ipo13,1,IPO13
ENSG00000285600,,,,
ENSG00000114631,ENSMUSG00000033152,Podxl2,1,PODXL2
ENSG00000285649,,,,
ENSG00000132768,ENSMUSG00000028540,Dph2,1,DPH2
ENSG00000114626,ENSMUSG00000030083,Abtb1,1,ABTB1
ENSG00000277728,,,,
ENSG00000141219,ENSMUSG00000041623,D11Wsu47e,0,C17orf80
ENSG00000279861,,,,
ENSG00000118156,ENSMUSG00000078796,Zfp541,1,ZNF541
ENSG00000226681,,,,
ENSG00000276588,,,,RN7SL322P
ENSG00000115232,ENSMUSG00000027009,Itga4,1,ITGA4
ENSG00000099341,ENSMUSG00000030591,Psmd8,1,PSMD8
ENSG00000117410,ENSMUSG00000033379,Atp6v0b,1,ATP6V0B
ENSG00000265010,,,,
ENSG00000187959,ENSMUSG00000018727,Cpsf4l,0,CPSF4L
ENSG00000287143,,,,
ENSG00000179604,ENSMUSG00000041598,Cdc42ep4,1,CDC42EP4
ENSG00000187715,ENSMUSG00000033182,Kbtbd12,1,KBTBD12
ENSG00000201210,,,,RNA5SP139
ENSG00000133193,,,,FAM104A
ENSG00000058262,ENSMUSG00000030082,Sec61a1,1,SEC61A1
ENSG00000179168,ENSMUSG00000031493,Ggn,1,GGN
ENSG00000279570,,,,
ENSG00000252391,ENSMUSG00002075283,U6,1,RNU6-638P
ENSG00000287539,,,,
ENSG00000267355,,,,RPL9P29
ENSG00000035862,ENSMUSG00000017466,Timp2,1,TIMP2
ENSG00000267090,,,,
ENSG00000188766,ENSMUSG00000037239,Spred3,1,SPRED3
ENSG00000222627,,,,RNU2-37P
ENSG00000239608,,,,RUVBL1-AS1
ENSG00000074416,ENSMUSG00000033174,Mgll,1,MGLL
ENSG00000234595,,,,
ENSG00000225570,,,,
ENSG00000159214,ENSMUSG00000078588,Ccdc24,1,CCDC24
ENSG00000223873,,,,SAP18P2
ENSG00000221023,,,,RNU6ATAC19P
ENSG00000232508,,,,MRPL45P1
ENSG00000283262,,,,U6
ENSG00000212133,,,,RNU6-1168P
ENSG00000267601,,,,
ENSG00000252395,,,,RNU6-1007P
ENSG00000189190,,,,ZNF600
ENSG00000224291,,,,RPL38P6
ENSG00000178404,ENSMUSG00000076433,Cep295nl,0,CEP295NL
ENSG00000214336,ENSMUSG00000055874,Foxi3,1,FOXI3
ENSG00000172073,ENSMUSG00000051896,Tex37,1,TEX37
ENSG00000183077,ENSMUSG00000017718,Afmid,1,AFMID
ENSG00000225420,,,,
ENSG00000182986,,,,ZNF320
ENSG00000153574,ENSMUSG00000053604,Rpia,1,RPIA
ENSG00000180353,ENSMUSG00000022831,Hcls1,1,HCLS1
ENSG00000283270,,,,MALLP2
ENSG00000240040,,,,
ENSG00000265510,,,,MIR4436A
ENSG00000211592,ENSMUSG00000076609,Igkc,1,IGKC
ENSG00000196517,ENSMUSG00000028542,Slc6a9,1,SLC6A9
ENSG00000211593,,,,IGKJ5
ENSG00000211594,,,,IGKJ4
ENSG00000211595,,,,IGKJ3
ENSG00000211596,,,,IGKJ2
ENSG00000161652,ENSMUSG00000066500,Izumo2,1,IZUMO2
ENSG00000211597,,,,IGKJ1
ENSG00000211598,ENSMUSG00000076594,Igkv6-13,0,IGKV4-1
ENSG00000211598,ENSMUSG00000094356,Igkv8-28,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076581,Igkv8-26,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076591,Igkv8-16,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076576,Igkv6-32,0,IGKV4-1
ENSG00000211598,ENSMUSG00000094797,Igkv6-15,0,IGKV4-1
ENSG00000211598,ENSMUSG00000096844,Igkv6-14,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076586,Igkv8-21,1,IGKV4-1
ENSG00000211598,ENSMUSG00000076578,Igkv6-29,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076575,Igkv7-33,0,IGKV4-1
ENSG00000211598,ENSMUSG00000094930,Igkv6-25,0,IGKV4-1
ENSG00000211598,ENSMUSG00000095794,Igkv6-17,0,IGKV4-1
ENSG00000211598,ENSMUSG00000104769,Igkv8-34,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076583,Igkv8-24,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076587,Igkv6-20,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076589,Igkv8-18,0,IGKV4-1
ENSG00000211598,ENSMUSG00000096594,Igkv8-19,0,IGKV4-1
ENSG00000211598,ENSMUSG00000095630,Igkv6-23,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076580,Igkv8-27,0,IGKV4-1
ENSG00000211598,ENSMUSG00000105432,Gm43218,0,IGKV4-1
ENSG00000211598,ENSMUSG00000076577,Igkv8-30,0,IGKV4-1
ENSG00000087338,ENSMUSG00000001157,Gmcl1,1,GMCL1
ENSG00000276002,,,,Metazoa_SRP
ENSG00000268480,ENSMUSG00000117495,Gm4125,1,NFILZ
ENSG00000179846,ENSMUSG00000060621,Nkpd1,1,NKPD1
ENSG00000274226,,,,TBC1D3H
ENSG00000228674,,,,PPIAP59
ENSG00000167754,ENSMUSG00000074155,Klk5,1,KLK5
ENSG00000275381,,,,
ENSG00000270723,,,,RPL23AP92
ENSG00000124380,,,,SNRNP27
ENSG00000212657,ENSMUSG00000078253,Krtap16-1,1,KRTAP16-1
ENSG00000243544,,,,RN7SL172P
ENSG00000189051,ENSMUSG00000046490,Rnf222,1,RNF222
ENSG00000222057,,,,RNU4-62P
ENSG00000187997,ENSMUSG00000025573,6030468B19Rik,0,C17orf99
ENSG00000173226,ENSMUSG00000022837,Iqcb1,1,IQCB1
ENSG00000059728,ENSMUSG00000001156,Mxd1,1,MXD1
ENSG00000173821,ENSMUSG00000070327,Rnf213,1,RNF213
ENSG00000269495,,,,
ENSG00000167755,ENSMUSG00000050063,Klk6,1,KLK6
ENSG00000263669,,,,RN7SL470P
ENSG00000169564,ENSMUSG00000051695,Pcbp1,1,PCBP1
ENSG00000233060,,,,
ENSG00000225392,,,,MRPL36P1
ENSG00000145088,ENSMUSG00000022838,Eaf2,1,EAF2
ENSG00000115998,ENSMUSG00000046679,C87436,1,C2orf42
ENSG00000227163,,,,
ENSG00000271647,,,,KRT8P47
ENSG00000239560,,,,RN7SL479P
ENSG00000196539,,,,OR2T3
ENSG00000229255,,,,
ENSG00000203661,ENSMUSG00000064252,Olfr329,0,OR2T5
ENSG00000203661,ENSMUSG00000060765,Olfr325,1,OR2T5
ENSG00000203661,ENSMUSG00000059279,Olfr224,0,OR2T5
ENSG00000203661,ENSMUSG00000058807,Olfr331,0,OR2T5
ENSG00000203661,ENSMUSG00000050818,Olfr330,0,OR2T5
ENSG00000203661,ENSMUSG00000057654,Olfr328,0,OR2T5
ENSG00000271934,,,,OR2AS2P
ENSG00000279676,,,,
ENSG00000224521,,,,
ENSG00000163406,ENSMUSG00000022899,Slc15a2,1,SLC15A2
ENSG00000169035,ENSMUSG00000030713,Klk7,1,KLK7
ENSG00000227102,,,,OR2AS1P
ENSG00000183310,,,,OR2T34
ENSG00000201602,,,,Y_RNA
ENSG00000271701,,,,
ENSG00000189181,,,,OR14I1
ENSG00000187238,,,,LCE3B
ENSG00000185962,,,,LCE3A
ENSG00000226947,,,,LCEP4
ENSG00000285753,,,,LCEP3
ENSG00000187223,ENSMUSG00000068889,Lce1e,0,LCE2D
ENSG00000187223,ENSMUSG00000027919,Lce1g,0,LCE2D
ENSG00000159455,ENSMUSG00000068889,Lce1e,0,LCE2B
ENSG00000159455,ENSMUSG00000027919,Lce1g,0,LCE2B
ENSG00000187173,ENSMUSG00000068889,Lce1e,0,LCE2A
ENSG00000187173,ENSMUSG00000027919,Lce1g,0,LCE2A
ENSG00000204501,ENSMUSG00000066031,Pramel25,0,PRAMEF15
ENSG00000204501,ENSMUSG00000095409,Gm13043,0,PRAMEF15
ENSG00000204501,ENSMUSG00000078509,Pramel14,0,PRAMEF15
ENSG00000204501,ENSMUSG00000094560,Pramel39,0,PRAMEF15
ENSG00000204501,ENSMUSG00000079424,Pramel47,0,PRAMEF15
ENSG00000204501,ENSMUSG00000094791,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000070686,Pramel34,0,PRAMEF15
ENSG00000204501,ENSMUSG00000107392,Pramel35,0,PRAMEF15
ENSG00000204501,ENSMUSG00000073723,Gm13102,0,PRAMEF15
ENSG00000204501,ENSMUSG00000029451,Pramel27,0,PRAMEF15
ENSG00000204501,ENSMUSG00000078625,Gm12789,0,PRAMEF15
ENSG00000204501,ENSMUSG00000095074,Pramel42,0,PRAMEF15
ENSG00000204501,ENSMUSG00000096154,Gm13057,0,PRAMEF15
ENSG00000204501,ENSMUSG00000095475,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000072822,Pramel37,0,PRAMEF15
ENSG00000204501,ENSMUSG00000094337,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000041805,Pramel1,0,PRAMEF15
ENSG00000204501,ENSMUSG00000038330,Pramel32,0,PRAMEF15
ENSG00000204501,ENSMUSG00000074720,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000074011,Pramel41,0,PRAMEF15
ENSG00000204501,ENSMUSG00000096728,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000066688,Pramel21,0,PRAMEF15
ENSG00000204501,ENSMUSG00000095666,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000094887,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000094172,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000066027,Pramel51,0,PRAMEF15
ENSG00000204501,ENSMUSG00000096576,Oog1,0,PRAMEF15
ENSG00000204501,ENSMUSG00000078511,Pramel16,0,PRAMEF15
ENSG00000204501,ENSMUSG00000092073,Gm6205,0,PRAMEF15
ENSG00000204501,ENSMUSG00000070616,Gm13040,0,PRAMEF15
ENSG00000204501,ENSMUSG00000036749,Pramel5,0,PRAMEF15
ENSG00000204501,ENSMUSG00000066030,Oog2,0,PRAMEF15
ENSG00000204501,ENSMUSG00000096139,Pramel50,0,PRAMEF15
ENSG00000204501,ENSMUSG00000078513,Pramel22,0,PRAMEF15
ENSG00000204501,ENSMUSG00000094043,Pramel49,0,PRAMEF15
ENSG00000204501,ENSMUSG00000095763,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000050810,Oog3,0,PRAMEF15
ENSG00000204501,ENSMUSG00000070618,Pramel20,0,PRAMEF15
ENSG00000204501,ENSMUSG00000070890,Pramel19,0,PRAMEF15
ENSG00000204501,ENSMUSG00000070617,Pramel23,0,PRAMEF15
ENSG00000204501,ENSMUSG00000078512,Pramel11,0,PRAMEF15
ENSG00000204501,ENSMUSG00000079423,Gm3286,0,PRAMEF15
ENSG00000204501,ENSMUSG00000072814,Gm7982,0,PRAMEF15
ENSG00000204501,ENSMUSG00000072821,Gm6351,0,PRAMEF15
ENSG00000204501,ENSMUSG00000096230,Pramel36,0,PRAMEF15
ENSG00000204501,ENSMUSG00000095076,,0,PRAMEF15
ENSG00000204501,ENSMUSG00000078510,Pramel28,0,PRAMEF15
ENSG00000204501,ENSMUSG00000095523,,0,PRAMEF15
